id,name,now_cost,position,team,ep_next,points_per_game_rank,selected_rank_type,influence,saves_per_90,goals_conceded_per_90,points_per_game_rank_type,web_name,creativity_rank_type,in_dreamteam,ict_index_rank_type,transfers_out_event,threat,bonus,red_cards,dreamteam_count,form_rank,influence_rank_type,influence_rank,region,form_rank_type,transfers_in_event,assists,selected_by_percent,value_season,expected_goals,clean_sheets,corners_and_indirect_freekicks_order,expected_assists_per_90,cost_change_event_fall,creativity,goals_scored,value_form,expected_assists,penalties_missed,form,chance_of_playing_next_round,event_points,clean_sheets_per_90,transfers_out,now_cost_rank,now_cost_rank_type,ict_index_rank,goals_conceded,expected_goals_conceded,direct_freekicks_order,ep_this,starts_per_90,expected_goals_conceded_per_90,expected_goal_involvements_per_90,expected_goals_per_90,ict_index,status,threat_rank,news_added,creativity_rank,points_per_game,chance_of_playing_this_round,cost_change_event,bps,starts,transfers_in,selected_rank,saves,yellow_cards,total_points,news,penalties_order,cost_change_start,own_goals,cost_change_start_fall,minutes,expected_goal_involvements,penalties_saved,threat_rank_type
193,Cheick Doucouré,49,MID,Crystal Palace,0.0,215,184,17.6,0.0,0.99,91,C.Doucouré,188,False,178,459,6.0,0,0,0,604,155,326,132.0,265,12,1,0.1,1.2,0.04,0,,0.01,0,5.9,0,0.0,0.01,0,0.0,50.0,0,0.0,14929,284,188,353,1,1.31,,0.0,0.99,1.3,0.05,0.04,2.9,d,308,2024-09-14T18:00:06.266238Z,329,2.0,0.0,0,20,1,10599,486,0,0,6,Toe Injury - 50% chance of playing,,-1,0,1,91,0.05,0,173
194,Chris Richards,44,DEF,Crystal Palace,0.0,185,153,56.8,0.0,1.31,60,C.Richards,109,False,94,1022,6.0,0,0,0,147,84,217,229.0,48,21,0,0.1,2.0,0.12,1,,0.0,0,3.6,0,0.5,0.01,0,2.0,0.0,0,0.26,13848,534,130,292,5,6.69,,0.0,1.05,1.76,0.03,0.03,6.7,i,301,2024-09-27T15:30:06.509919Z,341,2.2,0.0,0,35,4,5343,419,0,1,9,Hamstring injury - Unknown return date,,-1,0,1,343,0.13,0,97
195,Chadi Riad Dnanou,43,DEF,Crystal Palace,0.0,333,180,18.2,0.0,2.0,116,Chadi Riad,121,False,120,200,0.0,0,0,0,454,116,319,145.0,174,18,0,0.1,0.2,0.00,0,,0.02,1,1.3,0,0.0,0.02,0,0.0,0.0,0,0.0,11588,567,151,372,2,1.39,,0.0,1.0,1.39,0.02,0.0,2.0,i,455,2024-08-28T16:30:04.488064Z,365,1.0,0.0,-1,3,1,1490,493,0,0,1,Knee injury - Expected back 23 Nov,,-2,0,2,90,0.02,0,176
196,Nathaniel Clyne,44,DEF,Crystal Palace,2.0,110,155,31.4,0.0,1.19,31,Clyne,112,False,111,198,3.0,0,0,0,145,103,287,241.0,46,279,0,0.1,2.0,0.01,1,,0.01,0,2.9,0,0.5,0.02,0,2.0,,6,0.4,7482,488,97,337,3,4.64,,1.0,0.8,1.85,0.01,0.0,3.7,a,328,,348,3.0,,0,37,2,4726,427,0,0,9,,,-1,0,1,226,0.03,0,104
197,Malcolm Ebiowei,45,MID,Crystal Palace,0.0,559,295,0.0,0.0,0.0,231,Ebiowei,230,False,228,8,0.0,0,0,0,519,225,551,,203,0,0,0.0,0.0,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,0.0,0,0.0,407,406,239,555,0,0.00,,0.0,0.0,0.0,0.0,0.0,0.0,u,524,2024-08-06T17:23:26.723638Z,546,0.0,0.0,0,0,0,0,654,0,0,0,Season long loan to Oxford United,,0,0,0,0,0.00,0,219
199,Eberechi Eze,68,MID,Crystal Palace,2.3,98,8,117.4,0.0,1.43,43,Eze,13,False,12,89038,208.0,3,0,1,144,38,108,241.0,67,17607,0,15.2,3.4,2.46,1,1.0,0.15,0,214.8,1,0.3,1.04,0,2.3,,2,0.14,2549101,35,19,16,10,10.47,1.0,1.3,1.0,1.5,0.5,0.35,53.9,a,15,,15,3.3,,0,109,7,854821,20,0,0,23,,2.0,-2,0,2,630,3.50,0,9
200,Marc Guéhi,44,DEF,Crystal Palace,5.7,113,23,224.0,0.0,1.43,33,Guéhi,47,False,12,11676,37.0,2,0,1,27,2,11,241.0,5,28997,0,6.3,4.8,0.18,1,,0.03,0,37.7,1,1.3,0.21,0,5.7,,2,0.14,294443,515,116,73,10,10.47,,4.7,1.0,1.5,0.06,0.03,30.0,a,167,,195,3.0,,0,101,7,226379,65,0,1,21,,,-1,0,1,630,0.39,0,37
201,Dean Henderson,45,GKP,Crystal Palace,4.3,116,7,177.6,3.14,1.43,13,Henderson,59,False,8,23093,4.0,2,0,0,48,8,29,241.0,5,17565,0,10.9,4.7,0.01,1,,0.0,0,0.0,0,1.0,0.00,0,4.3,,3,0.14,928636,372,17,170,10,10.47,,3.3,1.0,1.5,0.0,0.0,18.1,a,320,,533,3.0,,0,73,7,378786,37,22,1,21,,,0,0,0,630,0.01,0,1
202,Rob Holding,44,DEF,Crystal Palace,0.0,522,171,0.0,0.0,0.0,195,Holding,195,False,196,219,0.0,0,0,0,471,196,514,241.0,184,62,0,0.1,0.0,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,,0,0.0,5403,506,109,518,0,0.00,,-1.0,0.0,0.0,0.0,0.0,0.0,a,470,,501,0.0,,0,0,0,1522,459,0,0,0,,,-1,0,1,0,0.00,0,183
203,Will Hughes,49,MID,Crystal Palace,0.3,410,220,25.0,0.0,1.55,209,Hughes,158,False,146,150,24.0,0,0,0,331,143,303,241.0,169,83,0,0.0,0.8,0.05,0,5.0,0.03,0,19.6,0,0.1,0.09,0,0.3,100.0,0,0.0,3590,254,165,294,4,4.37,,-0.7,0.77,1.69,0.05,0.02,6.7,a,205,2024-08-23T14:00:06.339937Z,256,0.7,100.0,0,16,2,1902,543,0,3,4,,,-1,0,1,233,0.14,0,120
205,Daichi Kamada,52,MID,Crystal Palace,2.0,259,136,54.2,0.0,1.49,121,Kamada,74,False,92,887,39.0,0,0,0,155,93,221,108.0,71,300,0,0.2,2.1,0.21,1,,0.05,0,84.1,0,0.4,0.22,0,2.0,,1,0.25,48213,179,112,176,6,5.73,,1.0,0.99,1.42,0.1,0.05,17.8,a,164,,97,1.6,,0,44,4,9759,384,0,1,11,,,-3,0,3,362,0.43,0,99
206,Jefferson Lerma Solís,48,MID,Crystal Palace,1.3,277,189,31.4,0.0,1.19,135,Lerma,115,False,136,195,12.0,0,0,0,200,133,288,48.0,94,320,0,0.1,1.5,0.09,1,,0.11,0,43.6,0,0.3,0.38,0,1.3,100.0,1,0.3,4788,313,210,267,4,4.35,,0.3,0.89,1.29,0.14,0.03,8.8,a,253,2024-09-02T01:30:06.097342Z,175,1.4,100.0,0,35,3,3086,496,0,2,7,,,-2,0,2,303,0.47,0,141
207,Jean-Philippe Mateta,74,FWD,Crystal Palace,1.3,109,16,75.8,0.0,1.57,20,Mateta,5,False,18,26161,89.0,3,0,1,222,19,179,73.0,25,10886,0,3.6,3.0,1.70,0,,0.06,0,86.9,2,0.2,0.33,0,1.3,,1,0.0,597418,20,7,106,8,7.82,,0.3,1.18,1.54,0.39,0.33,24.8,a,80,,94,3.1,,0,80,6,349196,97,0,0,22,,1.0,-1,0,1,458,2.03,0,25
208,Matheus França de Oliveira,44,MID,Crystal Palace,0.0,537,74,0.0,0.0,0.0,220,M.França,219,False,217,3989,0.0,0,0,0,493,214,529,30.0,191,368,0,0.6,0.0,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,0.0,0,0.0,69490,543,301,533,0,0.00,,0.0,0.0,0.0,0.0,0.0,0.0,i,493,2024-09-27T15:30:06.533416Z,521,0.0,0.0,0,0,0,119386,229,0,0,0,Groin Injury - Expected back 04 Jan,,-1,0,1,0,0.00,0,206
209,Remi Matthews,40,GKP,Crystal Palace,0.0,445,33,0.0,0.0,0.0,39,Matthews,18,False,39,1151,0.0,0,0,0,374,39,436,241.0,33,801,0,0.7,0.0,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,,0,0.0,47650,593,50,440,0,0.00,,-1.0,0.0,0.0,0.0,0.0,0.0,a,375,,419,0.0,,0,0,0,15595,227,0,0,0,,,0,0,0,0,0.00,0,12
210,Tyrick Mitchell,49,DEF,Crystal Palace,2.7,173,61,145.0,0.0,1.51,55,Mitchell,5,False,9,5460,42.0,0,0,0,118,20,64,241.0,36,4267,1,1.6,3.3,0.24,1,,0.13,0,138.1,0,0.6,0.86,0,2.7,,1,0.15,128270,280,28,62,10,9.94,,1.7,1.06,1.5,0.17,0.04,32.6,a,156,,36,2.3,,0,95,7,53561,164,0,0,16,,,-1,0,1,597,1.10,0,33
211,Daniel Muñoz,49,DEF,Crystal Palace,2.0,198,52,96.6,0.0,1.65,65,Muñoz,17,False,20,17531,73.0,0,0,0,119,54,140,48.0,37,412,1,2.0,3.1,0.33,1,,0.07,0,88.6,0,0.6,0.40,0,2.7,75.0,1,0.16,311455,281,29,98,10,9.31,,1.7,1.15,1.53,0.12,0.05,25.8,d,93,2024-10-05T18:00:07.079825Z,91,2.1,,0,63,7,91227,139,0,1,15,Groin Injury - 75% chance of playing,,-1,0,1,546,0.73,0,9
212,David Ozoh,45,MID,Crystal Palace,0.0,593,300,0.0,0.0,0.0,259,Ozoh,258,False,256,7,0.0,0,0,0,557,253,585,,234,0,0,0.0,0.0,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,0.0,0,0.0,267,457,276,589,0,0.00,,0.0,0.0,0.0,0.0,0.0,0.0,u,563,2024-07-26T08:51:53.649693Z,582,0.0,0.0,0,0,0,0,660,0,0,0,Season long loan to Derby County,,0,0,0,0,0.00,0,248
213,Jesurun Rak-Sakyi,45,MID,Crystal Palace,0.0,561,197,0.0,0.0,0.0,233,Rak-Sakyi,232,False,230,277,0.0,0,0,0,521,227,553,,205,0,0,0.1,0.0,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,0.0,0,0.0,17033,408,241,557,0,0.00,,0.0,0.0,0.0,0.0,0.0,0.0,u,526,2024-08-20T12:16:48.741122Z,548,0.0,0.0,0,0,0,755,507,0,0,0,Loaned to Sheffield United,,0,0,0,0,0.00,0,221
214,Jeffrey Schlupp,48,MID,Crystal Palace,0.7,350,177,7.2,0.0,0.0,170,Schlupp,162,False,174,404,8.0,0,0,0,273,188,379,81.0,135,129,0,0.1,1.0,0.05,0,,0.18,0,17.3,0,0.1,0.06,0,0.7,,0,0.0,9058,308,206,347,0,0.57,,-0.3,0.0,1.71,0.33,0.15,3.1,a,286,,266,1.0,,0,17,0,4672,476,0,0,5,,,-2,0,2,30,0.11,0,160
215,Joel Ward,44,DEF,Crystal Palace,0.0,516,157,0.0,0.0,0.0,191,Ward,191,False,192,305,0.0,0,0,0,458,192,508,241.0,176,98,0,0.1,0.0,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,,0,0.0,7258,487,96,512,0,0.00,,-1.0,0.0,0.0,0.0,0.0,0.0,a,459,,493,0.0,,0,0,0,2022,431,0,0,0,,,-1,0,1,0,0.00,0,178
216,Adam Wharton,48,MID,Crystal Palace,1.0,236,100,95.8,0.0,1.52,106,Wharton,37,False,54,1709,43.0,0,0,0,201,52,142,241.0,95,600,0,0.3,2.5,0.16,0,4.0,0.1,1,128.9,0,0.3,0.58,0,1.3,75.0,1,0.0,33345,334,222,90,9,8.71,,0.3,1.18,1.47,0.13,0.03,26.8,d,151,2024-10-12T11:00:07.288216Z,43,1.7,100.0,-1,95,7,15845,307,0,0,12,Groin Injury - 75% chance of playing,,-2,0,2,534,0.74,0,93
445,Matt Turner,40,GKP,Crystal Palace,0.0,457,3,0.0,0.0,0.0,45,Turner,24,False,45,44270,0.0,0,0,0,389,45,450,229.0,39,1441,0,13.6,0.0,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,0.0,0,0.0,626299,612,56,454,0,0.00,,-1.0,0.0,0.0,0.0,0.0,0.0,n,390,2024-10-05T17:30:07.013947Z,433,0.0,,0,0,0,194394,24,0,0,0,Ineligible to face his parent club on 21/10. - Expected back 27 Oct,,0,0,0,0,0.00,0,18
585,Ismaïla Sarr,58,MID,Crystal Palace,1.0,284,129,22.6,0.0,0.83,140,I.Sarr,94,False,93,916,90.0,0,0,0,251,146,307,189.0,127,721,1,0.2,1.7,0.57,0,,0.31,0,61.2,0,0.2,0.74,0,1.0,,1,0.0,27742,92,58,180,2,2.60,,0.0,0.41,1.07,0.55,0.24,17.3,a,76,,132,1.4,,0,43,1,9600,369,0,1,10,,,-2,0,2,218,1.31,0,45
644,Franco Umeh-Chibueze,45,MID,Crystal Palace,0.0,604,239,0.0,0.0,0.0,268,Umeh-Chibueze,267,False,265,180,0.0,0,0,0,568,262,596,104.0,243,174,0,0.0,0.0,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,,0,0.0,1846,471,287,600,0,0.00,,-1.0,0.0,0.0,0.0,0.0,0.0,a,574,,593,0.0,,0,0,0,3774,570,0,0,0,,,0,0,0,0,0.00,0,257
645,Justin Devenny,45,MID,Crystal Palace,0.0,572,278,0.0,0.0,0.0,241,Devenny,240,False,238,63,0.0,0,0,0,532,235,564,242.0,213,62,0,0.0,0.0,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,,0,0.0,508,427,250,568,0,0.00,,-1.0,0.0,0.0,0.0,0.0,0.0,a,541,,561,0.0,,0,0,0,1047,628,0,0,0,,,0,0,0,0,0.00,0,229
646,Asher Agbinone,45,MID,Crystal Palace,0.0,608,215,0.0,0.0,0.0,270,Agbinone,269,False,267,266,0.0,0,0,0,572,264,600,241.0,245,288,0,0.0,0.0,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,,0,0.0,2131,476,289,604,0,0.00,,-1.0,0.0,0.0,0.0,0.0,0.0,a,578,,597,0.0,,0,0,0,5248,535,0,0,0,,,0,0,0,0,0.00,0,259
647,Kaden Rodney,45,MID,Crystal Palace,0.0,591,248,0.0,0.0,0.0,258,Rodney,257,False,255,121,0.0,0,0,0,555,252,583,241.0,233,130,0,0.0,0.0,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,,0,0.0,1159,455,275,587,0,0.00,,-1.0,0.0,0.0,0.0,0.0,0.0,a,561,,580,0.0,,0,0,0,2562,582,0,0,0,,,0,0,0,0,0.00,0,247
650,Maxence Lacroix,45,DEF,Crystal Palace,3.7,117,158,89.0,0.0,1.25,36,Lacroix,50,False,71,666,15.0,0,0,0,71,61,154,73.0,15,1822,1,0.1,2.7,0.18,1,,0.1,0,37.0,0,0.8,0.38,0,3.7,,2,0.25,3138,402,83,215,5,5.22,,2.7,1.0,1.3,0.14,0.04,14.1,a,234,,198,3.0,,0,54,4,9992,435,0,1,12,,,0,0,0,360,0.56,0,66
666,Caleb Kporha,40,DEF,Crystal Palace,1.2,501,216,0.0,0.0,0.0,180,Kporha,181,False,181,31,0.0,0,0,0,435,181,493,241.0,159,222,0,0.0,0.0,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,,0,0.0,31,663,216,497,0,0.00,,0.2,0.0,0.0,0.0,0.0,0.0,a,437,,477,0.0,,0,0,0,222,644,0,0,0,,,0,0,0,0,0.00,0,162
156,Armando Broja,54,FWD,Everton,0.0,653,63,0.0,0.0,0.0,67,Broja,67,False,67,281,0.0,0,0,0,645,66,651,2.0,64,50,0,0.1,0.0,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,0.0,0,0.0,11578,138,40,653,0,0.00,,0.0,0.0,0.0,0.0,0.0,0.0,i,648,2024-09-08T23:00:06.640099Z,650,0.0,0.0,0,0,0,6179,494,0,0,0,Foot injury - Unknown return date,,-1,0,1,0,0.00,0,67
217,Abdoulaye Doucouré,52,MID,Everton,2.3,228,115,39.8,0.0,2.05,101,A.Doucoure,102,False,119,808,17.0,0,0,0,136,120,268,132.0,62,1237,0,0.2,2.1,0.23,1,,0.02,0,54.5,0,0.4,0.07,0,2.3,,3,0.23,36566,174,108,245,9,7.99,,2.3,1.14,1.82,0.07,0.05,11.1,a,229,,148,1.8,,0,41,5,8844,337,0,0,11,,,-3,0,3,395,0.30,0,132
218,Norberto Bercique Gomes Betuncal,50,FWD,Everton,0.0,375,41,1.2,0.0,8.37,35,Beto,43,False,43,4457,0.0,0,0,0,627,41,412,90.0,60,2207,0,0.7,0.8,0.00,0,,0.0,0,0.3,0,0.0,0.00,0,0.0,,0,0.0,72175,232,50,422,4,1.85,,0.0,0.0,3.87,0.0,0.0,0.2,a,633,,392,1.0,,0,6,0,85146,223,0,0,4,,,0,0,0,43,0.00,0,62
219,Jarrad Branthwaite,48,DEF,Everton,0.5,213,78,19.2,0.0,1.0,73,Branthwaite,125,False,121,2897,0.0,0,0,0,279,115,318,241.0,92,659,0,0.7,0.4,0.00,0,,0.0,0,0.8,0,0.1,0.00,0,0.7,75.0,0,0.0,164144,333,40,373,1,0.95,,0.5,1.0,0.95,0.0,0.0,2.0,d,594,2024-10-04T00:00:05.702491Z,372,2.0,75.0,0,17,1,8556,220,0,0,2,Thigh injury - 75% chance of playing,,-2,0,2,90,0.00,0,215
220,Dominic Calvert-Lewin,60,FWD,Everton,1.7,59,12,111.0,0.0,1.67,14,Calvert-Lewin,23,False,11,27511,202.0,3,0,1,187,14,116,241.0,22,28927,1,6.1,4.5,1.93,1,,0.07,0,34.3,2,0.3,0.44,0,1.7,100.0,2,0.15,367300,77,22,56,11,10.32,,1.7,1.06,1.57,0.36,0.29,34.6,a,20,2024-09-18T19:30:06.748871Z,208,3.9,100.0,0,66,7,788975,66,0,1,27,,1.0,0,0,0,593,2.37,0,8
221,Séamus Coleman,43,DEF,Everton,0.0,328,194,16.6,0.0,3.0,111,Coleman,123,False,109,95,21.0,0,0,0,440,120,330,104.0,164,34,0,0.0,0.2,0.62,0,,0.01,0,1.1,0,0.0,0.01,0,0.0,50.0,0,0.0,4144,548,136,334,3,2.22,,0.0,1.0,2.22,0.63,0.62,3.9,d,213,2024-09-11T12:30:06.934350Z,367,1.0,0.0,0,-1,1,1441,568,0,0,1,Calf injury - 50% chance of playing,,-2,0,2,90,0.63,0,55
222,Idrissa Gueye,49,MID,Everton,0.7,237,198,46.4,0.0,2.9,107,Gana,181,False,132,204,33.0,0,0,0,280,105,241,189.0,140,160,0,0.1,2.0,0.63,0,,0.03,0,11.3,0,0.1,0.11,0,0.7,100.0,1,0.0,6366,251,164,263,12,8.00,,0.7,0.97,1.93,0.18,0.15,9.0,a,182,2024-09-19T14:30:05.586621Z,302,1.7,100.0,0,40,4,3746,508,0,0,10,,,-1,0,1,373,0.74,0,107
223,James Garner,50,MID,Everton,1.7,227,251,54.0,0.0,1.43,100,Garner,153,False,141,92,5.0,0,0,0,179,94,222,241.0,85,232,0,0.0,1.4,0.05,1,3.0,0.02,0,20.9,0,0.3,0.05,0,1.7,100.0,3,0.36,1834,218,140,279,4,4.49,2.0,1.7,0.72,1.61,0.04,0.02,7.9,a,314,2024-09-18T19:30:06.780548Z,250,1.8,100.0,0,36,2,917,588,0,1,7,,,0,0,0,251,0.10,0,178
224,Jack Harrison,53,MID,Everton,2.7,200,148,53.8,0.0,2.07,87,Harrison,60,False,75,425,70.0,0,0,0,123,95,223,241.0,56,685,1,0.1,2.8,0.79,1,,0.1,0,94.8,0,0.5,0.50,0,2.7,100.0,3,0.21,12862,163,97,134,10,9.17,,2.7,1.04,1.9,0.26,0.16,21.7,a,101,2024-09-19T14:30:05.601507Z,78,2.1,100.0,0,60,5,5850,418,0,0,15,,,-2,0,2,434,1.29,0,62
225,Mason Holgate,40,DEF,Everton,0.0,319,114,0.0,0.0,18.0,103,Holgate,145,False,145,1005,0.0,0,0,0,377,145,439,,119,0,0,0.3,0.2,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,0.0,0,0.0,38664,598,170,443,1,0.07,,0.0,0.0,1.26,0.0,0.0,0.0,u,378,2024-08-31T08:24:25.909228Z,422,1.0,0.0,0,-1,0,11786,316,0,0,1,Loaned to West Bromwich Albion,,0,0,0,5,0.00,0,122
226,Tim Iroegbunam,45,MID,Everton,0.7,286,59,47.0,0.0,3.07,142,Iroegbunam,141,False,124,6010,29.0,0,0,0,267,103,239,241.0,130,2436,0,1.2,1.8,0.21,0,,0.02,0,27.1,0,0.2,0.08,0,0.7,,1,0.0,100951,428,251,252,13,8.36,,0.7,0.94,1.97,0.07,0.05,10.4,a,192,,233,1.3,,0,29,4,186821,183,0,2,8,,,0,0,0,381,0.29,0,111
227,João Neves Virgínia,40,GKP,Everton,0.0,456,41,0.0,0.0,0.0,44,J.Virginia,23,False,44,842,0.0,0,0,0,388,44,449,173.0,38,635,0,0.4,0.0,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,,0,0.0,28393,611,55,453,0,0.00,,0.0,0.0,0.0,0.0,0.0,0.0,a,389,,432,0.0,,0,0,0,10502,265,0,0,0,,,0,0,0,0,0.00,0,17
228,Michael Keane,41,DEF,Everton,2.3,160,22,130.4,0.0,2.33,48,Keane,88,False,48,8473,42.0,0,0,0,128,28,85,241.0,41,37159,0,6.4,3.7,0.26,1,,0.0,-1,11.9,1,0.6,0.02,0,2.3,100.0,6,0.17,239263,571,155,165,14,10.91,,2.3,1.0,1.82,0.04,0.04,18.5,a,154,2024-09-19T14:30:05.611115Z,295,2.5,100.0,1,37,6,660864,63,0,2,15,,,1,0,-1,540,0.28,0,32
229,Neal Maupay,49,FWD,Everton,0.0,619,45,0.0,0.0,0.0,58,Maupay,55,False,56,2234,0.0,0,0,0,592,55,613,,51,0,0,0.4,0.0,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,0.0,0,0.0,146449,256,55,616,0,0.00,,0.0,0.0,0.0,0.0,0.0,0.0,u,600,2024-08-31T06:13:30.372925Z,608,0.0,0.0,0,0,0,20402,271,0,0,0,Transferred to Marseille,,-1,0,1,0,0.00,0,53
230,Dwight McNeil,57,MID,Everton,6.3,12,13,208.8,0.0,2.17,8,McNeil,2,False,5,25023,109.0,6,0,2,18,6,17,241.0,10,189608,2,8.9,7.2,0.53,1,1.0,0.44,-1,359.7,3,1.1,3.06,0,6.3,,2,0.14,187028,101,62,6,15,11.83,,6.3,1.01,1.71,0.52,0.08,67.8,a,60,,2,5.9,,1,185,7,1000661,48,0,1,41,,,2,0,-2,622,3.58,0,33
231,Vitalii Mykolenko,43,DEF,Everton,0.5,331,34,54.2,0.0,2.57,114,Mykolenko,56,False,83,19452,7.0,0,0,0,258,86,220,225.0,83,2678,0,4.1,1.2,0.02,0,,0.04,0,33.5,0,0.2,0.17,0,0.7,75.0,0,0.0,637658,559,145,258,11,7.40,,0.7,1.17,1.73,0.04,0.0,9.5,d,291,2024-10-07T00:30:07.641913Z,211,1.0,100.0,0,2,5,183207,89,0,0,5,Calf injury - 75% chance of playing,,-2,0,2,385,0.19,0,92
232,Iliman Ndiaye,54,FWD,Everton,4.3,156,35,118.2,0.0,1.49,22,Ndiaye,8,False,13,5982,94.0,3,0,0,54,13,105,189.0,11,9990,0,1.0,3.3,0.51,2,,0.04,0,81.0,1,0.8,0.24,0,4.3,,2,0.37,43302,139,41,76,8,7.14,,4.3,0.93,1.33,0.14,0.1,29.4,a,74,,102,2.6,,0,91,5,124819,198,0,1,18,,,-1,0,1,482,0.75,0,23
234,Nathan Patterson,44,DEF,Everton,0.0,530,208,0.0,0.0,0.0,202,Patterson,202,False,203,19,0.0,0,0,0,486,203,522,243.0,195,19,0,0.0,0.0,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,75.0,0,0.0,1741,532,128,526,0,0.00,,0.0,0.0,0.0,0.0,0.0,0.0,d,486,2024-08-12T14:30:04.567805Z,514,0.0,25.0,0,0,0,321,623,0,0,0,Lack of match fitness - 75% chance of playing,,-1,0,1,0,0.00,0,193
235,Jordan Pickford,48,GKP,Everton,6.3,71,9,182.8,2.86,2.14,9,Pickford,7,False,7,10908,0.0,3,0,1,16,7,28,241.0,1,60956,0,8.5,5.2,0.00,1,,0.01,0,0.1,0,1.3,0.05,0,6.3,,15,0.14,845398,310,10,169,15,11.86,,6.3,1.0,1.69,0.01,0.0,18.2,a,587,,400,3.6,,0,61,7,147922,51,20,1,25,,,-2,0,2,630,0.05,1,61
236,James Tarkowski,48,DEF,Everton,4.0,211,68,155.0,0.0,2.14,72,Tarkowski,55,False,24,2388,56.0,2,0,0,57,14,49,241.0,11,11968,0,1.1,2.9,0.63,1,,0.04,0,33.9,0,0.8,0.25,0,4.0,100.0,8,0.14,133346,304,32,107,15,11.86,,4.0,1.0,1.69,0.13,0.09,24.6,a,123,2024-09-18T22:30:07.010253Z,209,2.0,100.0,0,31,7,29134,186,0,1,14,,,-2,0,2,630,0.88,0,20
237,Youssef Ramalho Chermiti,49,FWD,Everton,0.0,629,72,0.0,0.0,0.0,61,Y. Chermiti,59,False,59,69,0.0,0,0,0,609,58,624,173.0,55,105,0,0.0,0.0,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,0.0,0,0.0,1623,297,60,627,0,0.00,,0.0,0.0,0.0,0.0,0.0,0.0,i,613,2024-08-05T15:00:04.380259Z,619,0.0,0.0,0,0,0,1069,621,0,0,0,Foot injury - Unknown return date,,-1,0,1,0,0.00,0,57
238,Ashley Young,45,DEF,Everton,5.7,114,112,99.2,0.0,1.69,34,Young,22,False,55,1131,0.0,1,1,0,28,53,134,241.0,6,10037,2,0.3,3.3,0.00,1,,0.08,0,72.7,0,1.3,0.36,0,5.7,100.0,6,0.21,15337,352,51,181,8,7.01,1.0,5.7,1.06,1.48,0.08,0.0,17.2,a,496,2024-08-17T20:00:05.873666Z,112,3.0,100.0,0,48,5,19649,312,0,1,15,,,0,0,0,425,0.36,0,196
577,Jesper Lindstrøm,52,MID,Everton,1.3,274,183,32.0,0.0,1.84,133,Lindstrøm,111,False,110,296,50.0,0,0,0,214,131,285,58.0,108,67,0,0.1,1.2,0.51,1,,0.29,0,47.1,0,0.2,0.47,0,1.3,,0,0.61,9730,182,115,229,3,1.82,,1.3,1.22,1.11,0.6,0.31,12.9,a,134,,168,1.5,,0,20,2,1395,483,0,0,6,,,-3,0,3,147,0.98,0,84
582,Jake O'Brien,47,DEF,Everton,0.0,614,134,4.0,0.0,3.46,215,O'Brien,131,False,135,632,0.0,0,0,0,580,133,392,104.0,212,334,0,0.2,0.0,0.00,0,,0.0,0,0.4,0,0.0,0.00,0,0.0,,0,0.0,21422,344,45,410,1,0.72,,0.0,0.0,2.49,0.0,0.0,0.4,a,586,,385,0.0,,0,-2,0,3441,377,0,1,0,,,-3,0,3,26,0.00,0,211
603,Harrison Armstrong,45,MID,Everton,0.0,347,117,0.0,0.0,0.0,168,Armstrong,213,False,212,1126,2.0,0,0,0,577,268,605,241.0,249,714,0,0.2,0.2,0.00,0,,0.0,0,0.1,0,0.0,0.00,0,0.0,,0,0.0,17448,482,294,420,0,0.00,,0.0,0.0,0.0,0.0,0.0,0.2,a,342,,399,1.0,,0,4,0,24026,339,0,0,1,,,0,0,0,1,0.00,0,189
614,Jenson Metcalfe,45,MID,Everton,0.0,577,284,0.0,0.0,0.0,244,Metcalfe,243,False,241,16,0.0,0,0,0,538,238,569,,217,0,0,0.0,0.0,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,0.0,0,0.0,909,434,255,573,0,0.00,,0.0,0.0,0.0,0.0,0.0,0.0,u,546,2024-09-01T09:13:11.888586Z,566,0.0,0.0,0,0,0,777,639,0,0,0,Season long loan to Chesterfield,,0,0,0,0,0.00,0,232
